0.9967,0.2839,0.0706,0.0056,0.2103,0.0225,-0.0181,0.0728,-0.0616,-0.0580
0.2839,0.9967,0.3243,0.1488,0.2065,0.0322,-0.0274,0.0879,-0.0454,-0.0258
0.0706,0.3243,0.9967,0.3538,0.2465,0.0568,0.0082,0.3410,0.0878,0.1418
0.0056,0.1488,0.3538,0.9967,0.4398,-0.0510,-0.1101,0.1991,-0.0195,0.0259
0.2103,0.2065,0.2465,0.4398,0.9967,-0.0632,-0.1043,0.1660,0.0298,-0.1053
0.0225,0.0322,0.0568,-0.0510,-0.0632,0.9967,0.3661,0.1156,0.0758,0.4337
-0.0181,-0.0274,0.0082,-0.1101,-0.1043,0.3661,0.9967,0.2421,0.1571,0.3347
0.0728,0.0879,0.3410,0.1991,0.1660,0.1156,0.2421,0.9967,0.3461,0.3146
-0.0616,-0.0454,0.0878,-0.0195,0.0298,0.0758,0.1571,0.3461,0.9967,0.4034
-0.0580,-0.0258,0.1418,0.0259,-0.1053,0.4337,0.3347,0.3146,0.4034,0.9967
