0.00000000,0.00247262,0.08039236,0.04327811,0.01311675,0.17755738,0.19916447,0.03861145,0.07041992,0.38781759
0.95754647,0.00000000,0.18648998,0.10757819,0.12574707,0.10637343,0.07471177,0.10253480,0.09372298,0.10830488
0.14740318,0.06222935,0.00000000,0.15537588,0.09455442,0.11740030,0.12077043,0.08339474,0.12598214,0.10152867
0.24977347,0.11214115,0.07623322,0.00000000,0.03308189,0.14614263,0.10611907,0.07356972,0.10842271,0.09793127
0.53062135,0.09484854,0.12728566,0.30631900,0.00000000,0.11615220,0.06737064,0.10881998,0.12074825,0.10429047
0.06596752,0.11408737,0.10361411,0.08237489,0.10448841,0.00000000,0.42732933,0.11028768,0.19381610,0.19802253
0.05689009,0.15789662,0.10004936,0.11383945,0.17376465,0.02017910,0.00000000,0.03413907,0.09054579,0.05625472
0.27413884,0.11771590,0.14393632,0.16129769,0.11071540,0.11024241,0.30088717,0.00000000,0.24210601,0.16031560
0.16573857,0.12810068,0.09610778,0.11111215,0.09934054,0.06028254,0.13326840,0.04553516,0.00000000,0.05483549
0.02325628,0.11195575,0.11971883,0.12380952,0.11548792,0.05873243,0.20454536,0.07482084,0.20851606,0.00000000
