0.000000,0.382716,0.324324,0.295775,0.350649,0.358974,0.285714,0.358974,0.305556,0.333333
-0.382716,0.000000,-0.086420,-0.123457,-0.049383,-0.037037,-0.135802,-0.037037,-0.111111,-0.074074
-0.324324,0.086420,0.000000,-0.040541,0.038961,0.051282,-0.054054,0.051282,-0.027027,0.013333
-0.295775,0.123457,0.040541,0.000000,0.077922,0.089744,-0.014085,0.089744,0.013889,0.053333
-0.350649,0.049383,-0.038961,-0.077922,0.000000,0.012821,-0.090909,0.012821,-0.064935,-0.025974
-0.358974,0.037037,-0.051282,-0.089744,-0.012821,0.000000,-0.102564,-0.000000,-0.076923,-0.038462
-0.285714,0.135802,0.054054,0.014085,0.090909,0.102564,0.000000,0.102564,0.027778,0.066667
-0.358974,0.037037,-0.051282,-0.089744,-0.012821,-0.000000,-0.102564,0.000000,-0.076923,-0.038462
-0.305556,0.111111,0.027027,-0.013889,0.064935,0.076923,-0.027778,0.076923,0.000000,0.040000
-0.333333,0.074074,-0.013333,-0.053333,0.025974,0.038462,-0.066667,0.038462,-0.040000,0.000000
