0.00000000,0.11096270,0.11093534,0.07511573,0.04821015,0.11082847,0.16428466,0.16505449,0.05036296,0.11067203
0.11105016,0.00000000,0.11094841,0.17743415,0.02235524,0.11083001,0.13072832,0.16468884,0.39860475,0.02230913
0.11098017,0.11078662,0.00000000,0.11085397,0.06279100,0.11092346,0.23706925,0.05474364,0.07705857,0.06270152
0.16069531,0.06709576,0.11084566,0.00000000,0.01641363,0.11079711,0.13186704,0.13256398,0.27388892,0.06253310
0.23522159,0.40451247,0.18823105,0.48138428,0.00000000,0.04855951,0.09198900,0.09226301,0.47095573,0.11066422
0.11067750,0.11064528,0.11078721,0.11103296,0.23323005,0.00000000,0.05478962,0.02625998,0.07719115,0.06282441
0.07320809,0.09373338,0.04757345,0.09273132,0.13251017,0.21167672,0.00000000,0.11102022,0.46527806,0.13244043
0.07320580,0.07310526,0.21144854,0.09265863,0.13289143,0.36476186,0.11084890,0.00000000,0.03058653,0.08370496
0.22609614,0.02288643,0.15649417,0.03954637,0.01720520,0.15674195,0.01753445,0.32935888,0.00000000,0.00247262
0.11106247,0.40407398,0.18849383,0.18798874,0.11042272,0.18845636,0.09216274,0.14582752,0.87311739,0.00000000
