0.00000000,-0.08410924,-0.00230267,-0.00908660,-0.04068012,0.00951762,-0.00177631,-0.02531461,-0.01522046,0.00617661
0.08410924,0.00000000,0.00506177,0.00178402,-0.00051270,-0.00535593,-0.00025120,-0.00535506,0.00032923,-0.00116662
0.00230267,-0.00506177,0.00000000,0.00350969,-0.00239399,0.00204712,-0.00015827,-0.03088547,0.00569939,-0.00714230
0.00908660,-0.00178402,-0.00350969,0.00000000,-0.01135890,-0.00615888,0.00165205,-0.01239783,0.00057971,-0.00268599
0.04068012,0.00051270,0.00239399,0.01135890,0.00000000,-0.01309623,-0.00019331,-0.00483649,0.00651038,-0.00034947
-0.00951762,0.00535593,-0.00204712,0.00615888,0.01309623,0.00000000,-0.03992470,-0.03066182,-0.00336566,-0.06447165
0.00177631,0.00025120,0.00015827,-0.00165205,0.00019331,0.03992470,0.00000000,-0.02429186,0.00414698,-0.01220810
0.02531461,0.00535506,0.03088547,0.01239783,0.00483649,0.03066182,0.02429186,0.00000000,0.06021703,0.00695418
0.01522046,-0.00032923,-0.00569939,-0.00057971,-0.00651038,0.00336566,-0.00414698,-0.06021703,0.00000000,-0.04277653
-0.00617661,0.00116662,0.00714230,0.00268599,0.00034947,0.06447165,0.01220810,-0.00695418,0.04277653,0.00000000
