0.000000,0.327984,0.107211,0.050566,0.271307,-0.011930,-0.002346,0.046921,0.009980,-0.013402
0.327984,0.000000,0.278456,0.103722,0.144344,-0.001155,0.010146,0.094853,0.027774,0.026004
0.107211,0.278456,0.000000,0.296746,0.141851,-0.005921,-0.012002,0.262537,0.116331,0.046662
0.050566,0.103722,0.296746,0.000000,0.286309,-0.030906,-0.000710,0.112732,0.037162,0.029531
0.271307,0.144344,0.141851,0.286309,0.000000,-0.007454,0.019722,0.076056,0.032803,0.029477
-0.011930,-0.001155,-0.005921,-0.030906,-0.007454,0.000000,0.292440,0.109105,0.036793,0.276026
-0.002346,0.010146,-0.012002,-0.000710,0.019722,0.292440,0.000000,0.247288,0.108122,0.127920
0.046921,0.094853,0.262537,0.112732,0.076056,0.109105,0.247288,0.000000,0.294466,0.134274
0.009980,0.027774,0.116331,0.037162,0.032803,0.036793,0.108122,0.294466,0.000000,0.271365
-0.013402,0.026004,0.046662,0.029531,0.029477,0.276026,0.127920,0.134274,0.271365,0.000000
