0.00000000,0.81502593,0.35301799,0.48050499,0.45260674,0.47885069,0.47675282,0.36068183,0.52960140,0.49659225
0.16881861,0.00000000,0.59691894,0.72137696,0.78919590,0.45062143,0.44612980,0.51749414,0.52486742,0.47114873
0.61015397,0.34716776,0.00000000,0.75186396,0.41305774,0.50423640,0.45683077,0.81378573,0.38836449,0.55110335
0.46281746,0.21277797,0.22455049,0.00000000,0.90532780,0.44965860,0.43635404,0.72553229,0.42305899,0.44876119
0.51868331,0.19749883,0.54683352,0.08082556,0.00000000,0.52840626,0.46636903,0.56720781,0.49879086,0.48585078
0.48800758,0.47429785,0.44242901,0.47494888,0.41417730,0.00000000,0.97208560,0.36945760,0.49665934,0.94539714
0.47111672,0.49095416,0.47236452,0.47092903,0.47886524,0.02199413,0.00000000,0.57192403,0.47228628,0.66018564
0.57610178,0.39484301,0.16799466,0.21405630,0.36728355,0.54830885,0.33742130,0.00000000,0.94364208,0.61467797
0.42595285,0.41001195,0.61572534,0.48556235,0.43439379,0.45380446,0.45164731,0.04902596,0.00000000,0.48604220
0.46464542,0.44375661,0.40007013,0.47378510,0.44607717,0.04248338,0.26154780,0.31206724,0.46180192,0.00000000
